35.6814879,139.7655737,20
35.68197,139.76576,20
35.68204,139.76581,20
35.68211,139.76587,20
35.68219,139.76589,20
35.68227,139.76586,20
35.68238,139.76581,20
35.68246,139.76582,20
35.6827,139.76591,20
35.6827006,139.7659145,20
35.68285,139.76532,20
35.68294,139.7651,20
35.6829413,139.7650964,20
35.68352,139.76528,20
35.68453,139.76561,20
35.68469,139.7657,20
35.6846911,139.7656986,20
35.68481,139.76577,20
35.68468,139.76639,20
35.68441,139.76769,20
35.6844135,139.7676871,20
35.68464,139.7678,20
35.68532,139.76807,20
35.68607,139.76833,20
35.68627,139.7684,20
35.6862744,139.7684028,20
35.68623,139.76862,20
35.68614,139.76905,20
35.68579,139.76964,20
35.68558,139.77001,20
35.68542,139.77027,20
35.6854,139.7703,20
35.68522,139.77129,20
35.685219,139.7712891,20
35.68511,139.77138,20
35.68503,139.77141,20
35.68489,139.77143,20
35.68472,139.77143,20
35.6847191,139.7714255,20
35.68459,139.77171,20
35.68455,139.77182,20
35.68439,139.7726,20
35.684395,139.7725959,20
35.68426,139.77348,20
35.6842,139.77395,20
35.68413,139.77444,20
35.68411,139.77469,20
35.6841,139.77493,20
35.6841,139.77508,20
35.68412,139.77523,20
35.68421,139.77597,20
35.6844,139.77713,20
35.68442,139.7773,20
35.68443,139.77744,20
35.68442,139.77758,20
35.68439,139.77774,20
35.68434,139.77787,20
35.68426,139.77804,20
35.68414,139.77816,20
35.68404,139.77822,20
35.68391,139.77828,20
35.68377,139.77831,20
35.68363,139.77829,20
35.68346,139.77822,20
35.68331,139.77813,20
35.68298,139.77789,20
35.68273,139.77775,20
35.68222,139.77746,20
35.68196,139.77735,20
35.68129,139.77693,20
35.68004,139.77619,20
35.67972,139.77602,20
35.67872,139.77537,20
35.67814,139.77503,20
35.67798,139.77495,20
35.67697,139.77431,20
35.67611,139.7738,20
35.67489,139.77305,20
35.6746,139.77288,20
35.6744,139.77276,20
35.67432,139.77272,20
35.6742,139.7727,20
35.67393,139.77269,20
35.67382,139.77268,20
35.67354,139.77266,20
35.6733,139.77264,20
35.67309,139.77258,20
35.67219,139.7723,20
35.67197,139.77223,20
35.67157,139.77204,20
35.67126,139.77185,20
35.67109,139.77178,20
35.67103,139.77173,20
35.67095,139.77166,20
35.67086,139.77158,20
35.67058,139.77127,20
35.67017,139.77079,20
35.66991,139.77049,20
35.66989,139.77047,20
35.66971,139.77024,20
35.66963,139.77014,20
35.66953,139.77003,20
35.6693,139.76974,20
35.66926,139.76969,20
35.66899,139.76936,20
35.66875,139.76909,20
35.66842,139.7687,20
35.6683,139.76856,20
35.66809,139.76832,20
35.66789,139.76809,20
35.66767,139.76784,20
35.66759,139.76777,20
35.6675,139.76772,20
35.66735,139.7677,20
35.66717,139.76766,20
35.66686,139.76761,20
35.66671,139.76755,20
35.66662,139.76749,20
35.66653,139.7674,20
35.66639,139.76723,20
35.66584,139.76653,20
35.66533,139.7659,20
35.66484,139.76545,20
35.66447,139.7651,20
35.66426,139.76488,20
35.66417,139.76478,20
35.66408,139.76467,20
35.66402,139.76457,20
35.66396,139.76447,20
35.66389,139.76432,20
35.66379,139.76409,20
35.6637,139.76389,20
35.66359,139.76361,20
35.66351,139.76336,20
35.66342,139.76315,20
35.66333,139.76299,20
35.6632,139.76279,20
35.66313,139.76268,20
35.66274,139.76229,20
35.66232,139.76194,20
35.66149,139.76129,20
35.66113,139.76101,20
35.66082,139.76075,20
35.66077,139.7607,20
35.66031,139.76035,20
35.65993,139.76006,20
35.65955,139.75977,20
35.65945,139.7597,20
35.65934,139.75964,20
35.65918,139.7596,20
35.65906,139.75959,20
35.65893,139.7596,20
35.65881,139.75963,20
35.65868,139.75968,20
35.65856,139.75975,20
35.65828,139.75993,20
35.658,139.76011,20
35.65787,139.76018,20
35.65778,139.7602,20
35.65767,139.76021,20
35.65748,139.76021,20
35.65717,139.7602,20
35.65671,139.76021,20
35.65625,139.76021,20
35.65597,139.76021,20
35.65579,139.76021,20
35.65526,139.76021,20
35.65475,139.76021,20
35.6542,139.76022,20
